"Big Cypress National Preserve, Florida","Natural Attractions"
"Central Park - New York City - Manhattan, New York","Urban Attractions"
"Hermosa Beach Pier, California","Beaches"
"Seal Rocks Beach, California","Beaches"
"Mississippi River At Natchez, Louisiana","Natural Attractions"
"Mohave Point, Grand Canyon, Arizona","Natural Attractions"
"Willamette Falls, Oregon","Natural Attractions"
"Grand Canyon - West Rim, Arizona","Natural Attractions"
"Bryce Canyon National Park, UT, Utah","Natural Attractions"
"Pebble Beach Market, California","Beaches"
"Volcano National Park, Hawaii","Natural Attractions"
"Coronado Beach, San Diego  California, California","Beaches"
"City of Virginia Beach, Virginia","Beaches"
"Miami Beach South Beach, Florida","Beaches"
"Shoreline Park & Lake, California","Natural Attractions"
"Zion National Park, Utah State, Utah","Natural Attractions"
"Upper Antelope Canyon, Arizona","Natural Attractions"
"Lake Pontchartrain, Louisiana","Natural Attractions"
"Bill Baggs Cape Florida State Park, Florida","Natural Attractions"
"Monument Valley Utah, Utah","Natural Attractions"
"Sunny Isles - Miami Beach, Florida","Beaches"
"Lake Placid (New York), New York","Natural Attractions"
"New York City - Central Park, New York","Urban Attractions"
"Star Island (Miami Beach), Florida","Beaches"
"Monastery Beach, California","Beaches"
"Miami Beach Marina, Florida","Beaches"
"Hyde Beach VIP, Florida","Beaches"
"Ocean Drive, South Miami Beach, FL, Florida","Beaches"
"Bryant Park, Manhattan, New York","Urban Attractions"
"The Ritz-Carlton, South Beach, Florida","Beaches"
"The Tampa Riverwalk, Florida","Urban Attractions"
"Tampa Riverwalk, Florida","Urban Attractions"
"Wyndham Lake Buena Vista, Florida","Beaches"
"Lower Antelope Canyon- Arizona, Arizona","Natural Attractions"
"Red Rock State Park, Arizona","Natural Attractions"
"Golden Gate Bridge Vista Point, California","Urban Attractions"
"The Westin Fort Lauderdale Beach Resort, Florida","Beaches"
"Chicago Lake Front, Illinois","Urban Attractions"
"Northwell Health at Jones Beach Theater, New York","Beaches"
"Sta Monica Beach, California","Beaches"
"Welcome To Miami Beach Sign, Florida","Beaches"
"Steel Bridge, Oregon","Urban Attractions"
"Riverwalk Landing, Virginia","Urban Attractions"
"Zion National Park Campground, Utah","Natural Attractions"
"Bryant Park Ice Rink, New York","Urban Attractions"
"Sullivans Island Beach, South Carolina","Beaches"
"Pacifica Beach, California","Beaches"
"Gillette Castle State Park, Connecticut","Natural Attractions"
"Point Lobos State Park, California","Natural Attractions"
"Sleeping Bear Dunes National Lakeshore, Michigan","Natural Attractions"
"Zion Canyon National Park, Utah","Natural Attractions"
"Mackinac Bridge, Michigan","Urban Attractions"
"Chicago Lakefront, Illinois","Urban Attractions"
"The View Monument Valley, Utah","Natural Attractions"
"Central Park in NYC, New York","Urban Attractions"
"Leo Carrillo State Beach, California","Beaches"
"Grand Canyon, Arizona","Natural Attractions"
"Clinton River Park Trails, Michigan","Natural Attractions"
"Snoqualmie Falls, Washington","Natural Attractions"
"Naperville Riverwalk Park, Illinois","Urban Attractions"
"Pismo State Beach, North Beach, California","Beaches"
"Staybridge Suites Kalamazoo, Michigan","Urban Attractions"
"Grays Lake, Idaho","Natural Attractions"
"Grand Canyon South Rim Arizona, Arizona","Natural Attractions"
"Lake Murray, South Carolina","Natural Attractions"
"The Golden Gate Bridge, California","Urban Attractions"
"The Beach Santa Monica, California","Beaches"
"Mondrian South Beach, Florida","Beaches"
"Hermosa Beach, CA, California","Beaches"
"Lake Jessup Conservation Area, Florida","Natural Attractions"
"Shake Shack South Beach Miami, Florida","Beaches"
"Niagara Waterfalls, New York","Natural Attractions"
"Southbeach Miami, Florida","Beaches"
"Joshua Tree National Park, Palm Desert, South California, California","Natural Attractions"
"June Lake Loop, California","Natural Attractions"
"Cayucos Beach, California","Beaches"
"SF Bay, Golden Gate Bridge, California","Urban Attractions"
"Grand Canyon- Arizona, Arizona","Natural Attractions"
"Niagara Falls, New York","Natural Attractions"
"Theodore Roosevelt Lake, Arizona","Natural Attractions"
"Morro Bay Beach, California","Beaches"
"The Pines Resort, Bass Lake, California","Natural Attractions"
"Golden Gate Bridge In San Francisco California, California","Urban Attractions"
"Pacifica Ocean Beach, California","Beaches"
"The Brooklyn Bridge New York City, New York","Urban Attractions"
"Presidio National Park, California","Natural Attractions"
"Yellowstone National Park., Wyoming","Natural Attractions"
"Crater Lake National Park Oregon, Oregon","Natural Attractions"
"Lake Havasu, Arizona","Natural Attractions"
"Bryce National Park , Bryce, Utah, Utah","Natural Attractions"
"Lake Front Trail, Illinois","Urban Attractions"
"Palouse Falls State Park, Washington","Natural Attractions"
"Lake Shore Park, Illinois","Urban Attractions"
"Central Park South, NYC, New York","Urban Attractions"
"Navajo Bridge, Arizona","Urban Attractions"
"Fossil Falls, California","Natural Attractions"
"Glacier Point - Yosemite, California","Natural Attractions"
"St. Andrews State Park, Florida","Natural Attractions"
"Canon Beach Oregon, Oregon","Beaches"
"Skinners Falls, New York","Natural Attractions"
"Horseshoe Bend - Page (Az), Arizona","Natural Attractions"
"Island Beach State Park, New Jersey","Beaches"
"Niagara Falls (American Side), New York","Natural Attractions"
"Dillon Lake, Dillon, Colorado, Colorado","Natural Attractions"
"Benny's on the Beach, Florida","Beaches"
"Lake Dillon, Colorado","Natural Attractions"
"Riverwalk, Florida","Urban Attractions"
"Yosemite Wilderness, California","Natural Attractions"
"Natural Bridges National Monument, Utah","Natural Attractions"
"Burnside Bridge, Oregon","Urban Attractions"
"Foss State Park, Oklahoma","Natural Attractions"
"Angel's Landing Zion National Park, Utah","Natural Attractions"
"Manhattan Beach Pier, LA, California","Beaches"
"Eagle Point, Grand Canyon, Az, Arizona","Natural Attractions"
"Santa Monica Beach, Los Angeles - CA, California","Beaches"
"Shelter Cove Beach, California","Beaches"
"Wrightsville Beach N.C, North Carolina","Beaches"
"Rockaway Beach, Queens, New York","Beaches"
"Navarre Beach National Reserve, Florida","Beaches"
"Chautauqua Lake, Mayville, NY, New York","Natural Attractions"
"Lincoln Road - South Beach, Miami, Florida","Beaches"
"Long Beach Light House, California","Urban Attractions"
"Central Park Zoo, New York","Urban Attractions"
"Angels Landing Zion National Park, Utah","Natural Attractions"
"Chicago Lake Michigan, Illinois","Natural Attractions"
"Smathers Beach, Florida","Beaches"
"Fort Zachary Beach, Florida","Beaches"
"Belmar Beach, New Jersey","Beaches"
"Revere Beach, Revere, Mass, Massachusetts","Beaches"
"Longbeach Ca, California","Beaches"
"Tuolumne Meadows, Yosemite, California","Natural Attractions"
"Oakland Bay Bridge, California","Urban Attractions"
"Hudson River Skate Park, New York","Urban Attractions"
"Long Beach Island, NJ, New Jersey","Beaches"
"Beachwood Beach, New Jersey","Beaches"
"New York - George Washington Bridge, New York","Urban Attractions"
"California Yosemite National Park, California","Natural Attractions"
"Linda Isle, Newport Beach, California","Beaches"
"Race Point Beach, Massachusetts","Beaches"
"Atlantic City Beach NJ, New Jersey","Beaches"
"La Push Beach, Washington","Beaches"
"Lincoln Road, Miami Beach (South Beach), Florida","Beaches"
"Cannon Beach Ocean, Oregon","Beaches"
"Ecola State Park, Oregon","Natural Attractions"
"Hilton Cocoa Beach Oceanfront, Florida","Beaches"
"Ohiopyle State Park, Pennsylvania","Natural Attractions"
"Lake Weil, Illinois","Natural Attractions"
"Shenandoah National Park- Skyline Drive, Virginia","Natural Attractions"
"Hamilton Lake, Indiana","Natural Attractions"
"Mission Beach - Belmont Park, California","Beaches"
"Horseshoe Bend Arizona, Arizona","Natural Attractions"
"Long Beach Shoreline Marina, California","Beaches"
"Sunset Cliffs Beach, California","Beaches"
"Half Dome, Yosemite, California","Natural Attractions"
"Lake Cumberland, Kentucky","Natural Attractions"
"San Francisco-Oakland Bay Bridge, California","Urban Attractions"
"Skelton Lake, California","Natural Attractions"
"West Rim of the Grand Canyon, Arizona","Natural Attractions"
"Chattahoochee River, Georgia","Natural Attractions"
"Española Way, Miami Beach, FL, Florida","Beaches"
"Gibson Beach, California","Beaches"
"Lake Superior State Park, New York","Natural Attractions"
"Lake Tahoe Nevada, Nevada","Natural Attractions"
"Old Bahia Honda Bridge, Florida","Natural Attractions"
"Bahia Honda State Park, Florida","Natural Attractions"
"Petrified Forest National Park Arizona, Arizona","Natural Attractions"
"South Beach l Miami Beach, Florida","Beaches"
"The Carlyle - South Beach, Florida","Beaches"
"Alki Beach, Washington","Beaches"
"Collins Ave. Miami Beach, Florida","Beaches"
"Sissabagama Lake, Wisconsin","Natural Attractions"
"The Miami Beach EDITION, Florida","Beaches"
"Bixby Bridge, California","Urban Attractions"
"Yosemite National Park - California, California","Natural Attractions"
"Central Park West, Manhattan, New York, New York","Urban Attractions"
"Sabino Canyon National Park, Arizona","Natural Attractions"
"Golden Gate Park, SF, California","Urban Attractions"
"Daytona Beach Pier, Florida","Beaches"
"Verrazano Bridge Brooklyn, NY, New York","Urban Attractions"
"American River, California","Natural Attractions"
"Minnewaska State Park Preserve, New York","Natural Attractions"
"Chicago Botanic Garden, Illinois","Urban Attractions"
"Ocean drive South Beach Fl, Florida","Beaches"
"Lincoln Road South Beach, Florida","Beaches"
"Roberto Clemente Bridge, Pennsylvania","Urban Attractions"
"W Miami Beach, Florida","Beaches"
"Alki Beach W. Seattle, Washington","Beaches"
"Ocean Drive Miami Beach, Florida","Beaches"
"Lake Powell, AZ, Arizona","Natural Attractions"
"Mission Beach Boardwalk, California","Beaches"
"Beach City Brewery, California","Urban Attractions"
"Ocean Drive South Miami Beach, Florida","Beaches"
"Little Colorado River Gorge , AZ, Arizona","Natural Attractions"
"Central Park North, New York","Urban Attractions"
"Lake Powell National Park, Arizona","Natural Attractions"
"El Matador State Beach, California","Beaches"
"Miami, South Beach, Florida","Beaches"
"Haulover Beach, Florida","Beaches"
"East Beach, California","Beaches"
"Central Park Ice Rink, New York","Urban Attractions"
"Pacific Beach Pier, California","Beaches"
"Grand Canyon Eagle Point, Arizona","Natural Attractions"
"Golden Gate Bridge In San Francisco, California","Urban Attractions"
"Yosemite Ranch, California","Natural Attractions"
"Miami beach, Floride, Florida","Beaches"
"Rim Trail, Bryce Canyon National Park, Utah","Natural Attractions"
"Canyon Overlook , Zion national Park, Utah","Natural Attractions"
"Newport Beach - OC, California","Beaches"
"Golden Gate Bridge Lookout, California","Urban Attractions"
"Niagra. Falls USA, New York","Natural Attractions"
"Venice Beach L.A., California","Beaches"
"Las Vegas Strip, Nevada","Casinos"
"Warner Bros. Studio Tour Hollywood, California","Entertainment"
"Downtown Seattle, Washington","Urban Attractions"
"Universal Studios Hollywood, California","Entertainment"
"Flatiron District, NYC, New York","Urban Attractions"
"Chelsea Market, New York","Urban Attractions"
"Hollywood - Los Angeles, California","Urban Attractions"
"Hollywood Hills, California","Urban Attractions"
"Saks Fifth Avenue OFF 5TH, New York","Shopping"
"Downtown LA, California","Urban Attractions"
"Times Square, New York City, New York","Urban Attractions"
"DUMBO, Brooklyn, New York","Urban Attractions"
"Santa Monica Pier, California","Beaches"
"San Francisco Bay Area, California","Urban Attractions"
"The High Line, New York","Urban Attractions"
"Disney's Hollywood Studios, Florida","Entertainment"
"Madame Tussauds Hollywood, California","Entertainment"
"East 34th Street New York City, New York","Urban Attractions"
"Union Square, San Francisco, California","Urban Attractions"
"Downtown Kansas City, Missouri","Urban Attractions"
"Los Angeles, Venice Beach, California","Beaches"
"PIER 39, California","Beaches"
"Chinatown, Boston, Massachusetts","Urban Attractions"
"Chicago Riverwalk, Illinois","Urban Attractions"
"Hollywood, California","Urban Attractions"
"Dumbo Boulders, Manhattan Bridge, New York","Urban Attractions"
"Arts District of Los Angeles, California","Urban Attractions"
"Las Vegas Boulevard, Nevada","Casinos"
"Downtown Container Park, Nevada","Urban Attractions"
"Denny's, Nevada","Urban Attractions"
"Fisherman's Wharf, California","Beaches"
"Williamsburg, Brooklyn, New York","Urban Attractions"
"Mission District, San Francisco, California","Urban Attractions"
"The High Line Hotel, New York","Urban Attractions"
"Battery Park by the Water, New York","Urban Attractions"
"Madison Square Park, New York","Urban Attractions"
"Lombard Street, California","Urban Attractions"
"Downtown Phoenix, AZ, Arizona","Urban Attractions"
"SoHo, Manhattan, New York","Urban Attractions"
"Little Havana, Florida","Urban Attractions"
"Canal Street, New Orleans, Louisiana","Urban Attractions"
"Venice Beach, California","Beaches"
"Stearns Wharf, California","Beaches"
"Balboa Park, California","Urban Attractions"
"Downtown Los Angeles, California","Urban Attractions"
"Downtown Miami, Florida","Urban Attractions"
"Steinway Street, New York","Urban Attractions"
"7th Avenue New York City, New York","Urban Attractions"
"Chinatown, California","Urban Attractions"
"Monterey Old Fisherman's Wharf, California","Beaches"
"Franklin Street, New York","Urban Attractions"
"Bagel Street Cafe, New York","Urban Attractions"
"Mission Street SF, California","Urban Attractions"
"Baltimore Inner Harbor - Light Street, Maryland","Urban Attractions"
"Fremont Street Experience, Nevada","Urban Attractions"
"1 Wall Street, New York","Urban Attractions"
"Arts District LA, California","Urban Attractions"
"Avenue of the Giants, California","Natural Attractions"
"Race Street Pier, Pennsylvania","Urban Attractions"
"Fifth Avenue, New York","Urban Attractions"
"6th Avenue NYC, New York","Urban Attractions"
"New York City Times Square, New York","Urban Attractions"
"Dream Downtown Hotel, New York","Urban Attractions"
"State Street (Chicago), Illinois","Urban Attractions"
"Gaslamp Downtown, California","Urban Attractions"
"Hilton Garden Inn Chicago Downtown/Magnificent Mile, Illinois","Urban Attractions"
